main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Prime Video,Mexico: A Royal Tour,4.7,63,"['IMDb 7.3', '57min', '2011', 'G']","[""Peter Greenberg joins Mexican President Felipe Calderón, one of the world's most dynamic heads of state, to showcase Mexico in a way no visitor has ever seen the country before.""]",4.89,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Documentary', 'Special Interest']","{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""PBS""], ""Producers"": [""Jon Lapidese"", ""Adriana Padilla"", ""Gary Pollak""], ""Starring"": [""Peter Greenberg"", ""President Felipe Calderon""]}",B010NDVZ1G,,,
Prime Video,The Ghost Knows,3.3,9,"['IMDb 3.1', '1 h 33 min', '2017', '13+']","['Kevin, son of James, a rich IT businessman is searching for his missing kite enters a haunted place and get possessed by a demonic spirit. The family finally find him unconscious and rushed to a hospital. The Physician Dr. David Woo, a friend and old school mate of James realized the boy is possessed by a unclean spirit and advises James to consult an exorcist to save Kevin.']",9.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,['Horror'],"{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Swathi Basker""], ""Producers"": [""Bala Vanumamalai""], ""Starring"": [""Brent Zulyniak"", ""Maya Molly"", ""Amy Polczer""]}",B077V3PWZ1,,,
Movies & TV,Bloodstone: Subspecies 2,4.6,233,[],"[""When Transylvanian vampire Radu settles a dynastic rivalry by killing his brother, American student Michelle escapes the castle with a bite on the neck -- and the bloodstone, a mysterious relic crucial to Radu's survival. Radu chases the girl to Bucharest, where she seeks help and begins to sense her own emerging thirst for blood.""]",9.99,"{'hi_res': ['https://m.media-amazon.com/images/I/919Vqaq9vuL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/91xqcUMHaWL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/513JYjRib4L.jpg', 'https://m.media-amazon.com/images/I/51r+bciHyVL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/513JYjRib4L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/51r+bciHyVL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'BACK']}","{'title': [], 'url': [], 'user_id': []}","Kevin Spirtas  (Actor),     Michael Denish  (Actor)    Rated:    Unrated    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Comedy']","{""Format"": ""Multiple Formats, Subtitled, NTSC"", ""Contributor"": ""Kevin Spirtas, Denice Duff, Ion Haiduc, Tudorel Filimon, Ted Nicolaou, Pamela Gordon, Melanie Shatner, Vlad Paunescu, Anders Hove, Norman Cabrera, Michael Denish, Pam GordonKevin Spirtas, Denice Duff, Ion Haiduc, Tudorel Filimon, Ted Nicolaou, Pamela Gordon, Melanie Shatner, Vlad Paunescu, Anders Hove, Norman Cabrera, Michael Denish, Pam Gordon  See more"", ""Language"": ""English, Spanish"", ""Runtime"": ""1 hour and 27 minutes"", ""MPAA rating"": ""Unrated (Not Rated)"", ""Package Dimensions"": ""7.1 x 5.42 x 0.58 inches; 2.93 Ounces"", ""Director"": ""Ted Nicolaou"", ""Media Format"": ""Multiple Formats, Subtitled, NTSC"", ""Run time"": ""1 hour and 27 minutes"", ""Release date"": ""March 4, 2008"", ""Actors"": ""Kevin Spirtas, Michael Denish, Denice Duff, Pamela Gordon, Ion Haiduc"", ""Subtitles"": ""Spanish"", ""Studio"": ""Wizard Entertainment""}",B0018O5WUK,,,
Movies & TV,The Wasp Woman [DVD],4.2,168,[],['Enzyme beauty treatments make a cosmetics tycoon waspy. Directed by Roger Corman.'],7.25,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/51Q3q1eiJOL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51Q3q1eiJOL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Barry, Phillip  (Actor),     Cabot, Susan  (Actor)    Rated:    Unrated    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']","{""Format"": ""Black & White, Color, DVD, NTSC"", ""Contributor"": ""Barry, Phillip, Roerick, William, Mars, Lani, VeSota, Bruno, Cabot, Susan, Corman, Roger, Hughes, Carolyn, Eisley, Anthony, Morris, Barboura, Cartwright, Lynn, Gerstle, Frank, Gordon, Roy, Kincaid, Aron, Wolff, Frank, Mark, MichaelBarry, Phillip, Roerick, William, Mars, Lani, VeSota, Bruno, Cabot, Susan, Corman, Roger, Hughes, Carolyn, Eisley, Anthony, Morris, Barboura, Cartwright, Lynn, Gerstle, Frank, Gordon, Roy, Kincaid, Aron, Wolff, Frank, Mark, Michael  See more"", ""Language"": ""English"", ""Runtime"": ""1 hour and 13 minutes"", ""Aspect Ratio"": ""1.33:1"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""Unrated (Not Rated)"", ""Product Dimensions"": ""7.5 x 0.7 x 5.4 inches; 3.56 Ounces"", ""Item model number"": ""18713511287"", ""Director"": ""Corman, Roger"", ""Media Format"": ""Black & White, Color, DVD, NTSC"", ""Run time"": ""1 hour and 13 minutes"", ""Release date"": ""August 30, 2005"", ""Actors"": ""Barry, Phillip, Cabot, Susan, Cartwright, Lynn, Corman, Roger, Eisley, Anthony"", ""Studio"": ""Gaiam - Entertainment"", ""Number of discs"": ""1""}",B0009PLLMC,,,
Movies & TV,WWF: SummerSlam VHS,4.4,31,[],[],7.97,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/41S9Z3E59SL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41S9Z3E59SL._AC_SR38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","The Rock  (Actor),     Steve Austin  (Actor)    Rated:    NR    Format: VHS Tape","['Movies & TV', 'Genre for Featured Categories', 'Sports']","{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Package Dimensions"": ""7.32 x 4.19 x 1.12 inches; 6.13 Ounces"", ""Release date"": ""September 25, 2001"", ""Date First Available"": ""October 1, 2006"", ""Actors"": ""The Rock, Steve Austin, Kurt Angle"", ""Studio"": ""WWF Home Video""}",B000055ZKE,,,
Movies & TV,Jeepers Creepers,4.6,7197,[],"['Filled with heart-stopping jolts, mind-bending twists and nonstop suspense, this fast-paced thriller pits two unsuspecting teens against an open-road killer with more on his mind than just road rage.']",13.38,"{'hi_res': ['https://m.media-amazon.com/images/I/81nFuL+hEjS._SL1500_.jpg', 'https://m.media-amazon.com/images/I/81IjCvv1snS._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51BdQj6WKtS.jpg', 'https://m.media-amazon.com/images/I/51LLMAkqdMS.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51BdQj6WKtS._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/51LLMAkqdMS._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}","Michael Arbogast  (Actor),     Gina Philips  (Actor)    Rated:    R    Format: Blu-ray","['Movies & TV', 'Blu-ray', 'Movies']","{""Genre"": ""Horror"", ""Format"": ""AC-3, Dolby, DTS Surround Sound, Dubbed, NTSC, Subtitled, Widescreen"", ""Contributor"": ""Don E. Fauntleroy, Donald Sparks, Todd Perry, James M. Churchman, Richard Redlefsen, Bradley Parker, Rebecca Strickland, Kevin Ball, Willi Bar, Linda Reisman, Valerie Howlett, Patrick Cherry, Kim Kahana, Eileen Brennan, Will Hasenzahl, George Bamber, Patricia Belcher, Rodger Jacobs, Gina Philips, Robert Pendergraft, Angelo Palazzo, Scott Ramsey, Jason Roberts, John Evanko, Matthew G. Miller, John Zimmerman, Juliana FauntLeRoy, Buddy Gheen, Barry Opper, Gunnar Swanson, Jeffrey William Evans, Roy Ceballos, Steve Raulerson, Jason Gray, Robert Driskell, Victor Salva, Jonathan Breck, Barbara Peterson, Thomas Kittle, Joe Foglia, Robert W. Morgenroth, Elvis Jones, Kevin Egeland, James P. Lay, Avis-Marie Barnes, Michael L. May, Kimberly Mullen, Tom Luse, Michael Arbogast, Joanne Guthrie, Rick Climenhaga, Eberhard Kayser, Cassandra Barbour, Greg Smith, Mario Ohoven, Shawn Murphy, Brandon Smith, Peggy Sheffield, Brian Penikas, Justin Long, Steven Legler, Jon Beshara, Tom TarantiniDon E. Fauntleroy, Donald Sparks, Todd Perry, James M. Churchman, Richard Redlefsen, Bradley Parker, Rebecca Strickland, Kevin Ball, Willi Bar, Linda Reisman, Valerie Howlett, Patrick Cherry, Kim Kahana, Eileen Brennan, Will Hasenzahl, George Bamber, Patricia Belche\u2026  See more"", ""Language"": ""English (DTS 5.1), French (Dolby Digital 2.0 Stereo), Spanish (Dolby Digital 2.0 Stereo)"", ""Runtime"": ""1 hour and 31 minutes"", ""Aspect Ratio"": ""1.85:1"", ""MPAA rating"": ""R (Restricted)"", ""Product Dimensions"": ""0.7 x 7.5 x 5.4 inches; 2.4 Ounces"", ""Item model number"": ""126833"", ""Director"": ""Victor Salva"", ""Media Format"": ""AC-3, Dolby, DTS Surround Sound, Dubbed, NTSC, Subtitled, Widescreen"", ""Run time"": ""1 hour and 31 minutes"", ""Release date"": ""September 12, 2017"", ""Actors"": ""Michael Arbogast, Gina Philips, Kevin Ball, Justin Long, Jonathan Breck"", ""Dubbed"": ""French, Spanish"", ""Subtitles"": ""English, French, Spanish"", ""Producers"": ""Barry Opper, Tom Luse"", ""Studio"": ""20th Century Fox"", ""Number of discs"": ""1""}",B008MU8ZOI,,,
Movies & TV,Must Love Dogs,4.7,3622,[],[],None,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/51V44220KYL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51V44220KYL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Diane Lane  (Actor),     John Cusack  (Actor),     Gary David Goldberg  (Director, Producer, Writer)    &                   0                  more   Rated:    PG-13    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Comedy']","{""Format"": ""NTSC"", ""Contributor"": ""Elizabeth Perkins, Ben Shenkman, Claire Cook, Glenn Howerton, Gary David Goldberg, Diane Lane, Duane A. Dahl, Jennifer Todd, Julie Gonzalo, Christopher Plummer, Stockard Channing, Ali Hillis, Julie Ragland, Brad Hall, John Cusack, Dermot Mulroney, Brad William Henke, Jordana SpiroElizabeth Perkins, Ben Shenkman, Claire Cook, Glenn Howerton, Gary David Goldberg, Diane Lane, Duane A. Dahl, Jennifer Todd, Julie Gonzalo, Christopher Plummer, Stockard Channing, Ali Hillis, Julie Ragland, Brad Hall, John Cusack, Dermot Mulroney, Brad William Henke, Jord\u2026  See more"", ""Language"": ""English, Armenian"", ""Runtime"": ""1 hour and 38 minutes"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""PG-13 (Parents Strongly Cautioned)"", ""Package Dimensions"": ""7.1 x 5.42 x 0.58 inches; 2.93 Ounces"", ""Director"": ""Gary David Goldberg"", ""Media Format"": ""NTSC"", ""Run time"": ""1 hour and 38 minutes"", ""Actors"": ""Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer, Dermot Mulroney"", ""Producers"": ""Brad Hall, Duane A. Dahl, Gary David Goldberg, Jennifer Todd, Julie Ragland"", ""Writers"": ""Claire Cook, Gary David Goldberg"", ""Number of discs"": ""1""}",B000BQ7D9E,,,
Movies & TV,Extinct Attractions: Disneyland Haunted Mansion Story,3.5,4,[],"[""This is one of the most famous attractions and our most requested DVD. I'm so proud of this DVD. I simply wanted to capture the true origins and stories of the Haunted Mansion. This DVD features the last interview with the late Thurl Ravenscroft (he was one of the sining busts). Thurl did see the completed DVD before he passed and said he was impressed that so many people still enjoyed his work. This DVD is our very best DVD as it captures the true spirit of the Disney legends. Their dedication to Walt's dream is amazing and it really shows how much they all loved him and the work they did for all of us.""]",None,"{'hi_res': [None, None], 'large': ['https://m.media-amazon.com/images/I/41mILCOcoXL.jpg', 'https://m.media-amazon.com/images/I/51jbjqUcyXL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41mILCOcoXL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/51jbjqUcyXL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}","David Oneal  (Director),     Greg Stone  (Actor)    Rated:    G    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']","{""MPAA rating"": ""G (General Audience)"", ""Item model number"": ""HM1"", ""Director"": ""David Oneal"", ""Media Format"": ""NTSC, Special Edition"", ""Run time"": ""96 minutes"", ""Actors"": ""Thurl Ravenscroft, X Atencio, Alice Davis, Bob Gurr, Rolly Crump"", ""Studio"": ""ExtinctAttractions.com""}",B000K1OAXW,,,
Prime Video,Ernest & Celestine,4.7,1230,"['IMDb 7.8', '1 h 19 min', '2014', 'X-Ray', 'PG']","['Academy Award Nominee (Best Animated Feature) and featuring the voices of Forest Whitaker, Mackenzie Foy, and more! This is the gorgeously animated story of an unlikely friendship between a bear, Ernest, and a mouse named Celestine.']",None,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Animation', 'Feel-good', 'Playful']","{""Subtitles"": [""None available""], ""Directors"": [""Stephane Aubier"", ""Vincent Patar"", ""Benjamin Renner""], ""Producers"": [""Eric Beckman"", ""Didier Brunner"", ""David Jesteadt"", ""Ned Lott"", ""Henri Magalon"", ""St\u00e9phan Roelants"", ""Michael Sinterniklaas""], ""Starring"": [""Forest Whitaker"", ""Mackenzie Foy"", ""Paul Giamatti""]}",B00L23R99O,,,
Movies & TV,Carry on at Your Convenience [VHS],4.4,132,[],[],None,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/41W-ecpuUCL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41W-ecpuUCL._AC_SR38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Kenneth Williams  (Actor),     Sidney James  (Actor),     Gerald Thomas  (Director)    &                   0                  more   Format: VHS Tape","['Movies & TV', 'Genre for Featured Categories', 'Comedy']","{""Format"": ""NTSC"", ""Contributor"": ""Bernard Bresslaw, Kenneth Cope, Gerald Thomas, Jacki Piper, Richard O'Callaghan, Alfred Roome, Joan Sims, Bill Maynard, Talbot Rothwell, Kenneth Williams, Hattie Jacques, Ernest Steward, Sidney James, Peter Rogers, Patsy Rowlands, Davy Kaye, Charles HawtreyBernard Bresslaw, Kenneth Cope, Gerald Thomas, Jacki Piper, Richard O'Callaghan, Alfred Roome, Joan Sims, Bill Maynard, Talbot Rothwell, Kenneth Williams, Hattie Jacques, Ernest Steward, Sidney James, Peter Rogers, Patsy Rowlands, Davy Kaye, Charles Hawtrey  See more"", ""Runtime"": ""1 hour and 30 minutes"", ""Package Dimensions"": ""7.32 x 4.19 x 1.12 inches; 6.13 Ounces"", ""Director"": ""Gerald Thomas"", ""Run time"": ""1 hour and 30 minutes"", ""Date First Available"": ""June 27, 2006"", ""Actors"": ""Kenneth Williams, Sidney James, Charles Hawtrey, Joan Sims, Hattie Jacques"", ""Studio"": ""Krypton Internationa"", ""Producers"": ""Peter Rogers"", ""Writers"": ""Talbot Rothwell""}",6300130398,,,
Prime Video,"Clarence, the Cross-Eyed Lion",4.6,220,"['IMDb 5.8', '1 h 31 min', '1965', 'G']","['The king of the jungle needs glasses! Set at an African animal center, the family adventure that inspired the TV series Daktari.']",9.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Adventure', 'Cheerful', 'Gentle']","{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Andrew Marton""], ""Producers"": [""Leonard B. Kaufman""], ""Starring"": [""Marshall Thompson"", ""Betsy Drake"", ""Richard Haydn""]}",B01D8LCEYW,,,
Movies & TV,Rain on a Tent by a Lake,4.7,2,[],"['Authentic, high quality all natural video and audio of rain on a tent near a lake. Perfect for soothing sleep, meditation and relaxation. By TexasHighDef, whose rain sounds have garnered tens of millions of hits from around the world.']",None,"{'hi_res': ['https://m.media-amazon.com/images/I/617zFWWyzfL._SL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51OP24vlRGL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51OP24vlRGL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Format: DVD,"['Movies & TV', 'Genre for Featured Categories', 'Special Interests']","{""Aspect Ratio"": ""1.33:1"", ""Product Dimensions"": ""7.5 x 5.5 x 0.5 inches; 3.5 Ounces"", ""Media Format"": ""NTSC"", ""Run time"": ""1 hour"", ""Release date"": ""November 15, 2012"", ""Number of discs"": ""1""}",B00A7ID8YU,,,
Movies & TV,101 Dalmatians [Blu-ray],4.8,5067,[],"['Note : The Blu-ray has the option to toggle between languages both Korean and English under the setup menu in the Blu-ray menu screen Region Free Blu Ray. Korean import. Cruella De Vil, Disneys most outrageous villain, sets the fur-raising adventure in motion when she dognaps all of Pongo and Perditas puppies. Through the power of the Twilight Bark, Pongo leads a heroic cast of animal characters on a quest across London to rescue them.']",None,"{'hi_res': ['https://m.media-amazon.com/images/I/81xY7PufdlL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51+DXaN4QKL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51+DXaN4QKL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Cate Bauer  (Actor),     Wolfgang Reitherman  (Actor)    Format: Blu-ray","['Movies & TV', 'Blu-ray', 'Movies']","{""Genre"": ""Action & Adventure"", ""Format"": ""Blu-ray, NTSC"", ""Contributor"": ""Wolfgang Reitherman, Cate Bauer"", ""Runtime"": ""1 hour and 19 minutes"", ""Package Dimensions"": ""7.1 x 5.42 x 0.58 inches; 2.93 Ounces"", ""Media Format"": ""Blu-ray, NTSC"", ""Run time"": ""1 hour and 19 minutes"", ""Release date"": ""August 26, 2014"", ""Actors"": ""Cate Bauer, Wolfgang Reitherman"", ""Studio"": ""C&L"", ""Number of discs"": ""1""}",B00MF257J0,,,
Movies & TV,Lethal Eviction,2.8,9,[],"['A first-time landlord purchases a run-down, rent-controlled apartment building in hopes of making a solid investment. Everything seems to be going smoothly until, one by one, the tenants begin to meet strange, untimely gruesome deaths.']",9.99,"{'hi_res': ['https://m.media-amazon.com/images/I/71i06n1UhlL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41w+K2WY4ML.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41w+K2WY4ML._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Judd Nelson  (Actor),     Jennifer Carpenter  (Actor),     Michael Feifer  (Director)    &                   0                  more   Rated:    NR    Format: DVD","['Movies & TV', 'Disc on Demand']","{""Genre"": ""Mystery & Suspense"", ""Format"": ""NTSC"", ""Contributor"": ""Gary Barkin, Jennifer Carpenter, Judd Nelson, James Avery, Stacey Dash, Michael Bowen, Michael FeiferGary Barkin, Jennifer Carpenter, Judd Nelson, James Avery, Stacey Dash, Michael Bowen, Michael Feifer  See more"", ""Runtime"": ""1 hour and 29 minutes"", ""Studio"": ""Legacy Distribution"", ""MPAA rating"": ""NR (Not Rated)"", ""Product Dimensions"": ""7.5 x 5.5 x 0.5 inches; 3.5 Ounces"", ""Director"": ""Michael Feifer"", ""Media Format"": ""NTSC"", ""Run time"": ""1 hour and 29 minutes"", ""Release date"": ""December 15, 2020"", ""Actors"": ""Judd Nelson, Jennifer Carpenter, Stacey Dash, Michael Bowen, James Avery"", ""Writers"": ""Gary Barkin"", ""Country of Origin"": ""USA"", ""Number of discs"": ""1""}",B08Q9WDYFR,,,
Movies & TV,Resistance [DVD],4.5,3295,[],"[""He saved their lives in silence. Before he was the world-famous mime Marcel Marceau, he was Marcel Mangel, an aspiring Jewish actor who joined the French Resistance to save the lives of thousands of children orphaned at the hands of the Nazis. Jesse Eisenberg (The Social Network, Zombieland), Clémence Poésy (In Bruges), Ed Harris (Top Gun: Maverick), and Édgar Ramírez (Zero Dark Thirty) star in this compelling drama about a group of unsung heroes who put themselves in harm's way to rise above hatred and oppression during World War II. As a young man growing up in Nazi-occupied Europe, Marcel has no intention of getting involved in the war—his pursuits include impersonating Charlie Chaplin in burlesque clubs, painting backdrops for his plays, and antagonizing his obstinate father. His life is thrown into upheaval when he is recruited into the French Resistance, putting his acting skills to the ultimate test in teaching orphaned Jewish children how to survive in the horrifying reality of the Holocaust. Based on the inspiring true story, Resistance follows the revolutionary tale of a selfless act that would forever change countless lives."", 'Bonus Content:', 'Trailer', 'Trailer', ']]>']",9.75,"{'hi_res': ['https://m.media-amazon.com/images/I/91yILWSanCL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/81un0ZMkK-L._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/518z36zyV5L.jpg', 'https://m.media-amazon.com/images/I/51z12btFALL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/518z36zyV5L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/51z12btFALL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}","Jesse Eisenberg  (Actor),     Ed Harris  (Actor),     Jonathan Jakubowicz  (Director, Producer, Writer)    &                   0                  more   Rated:    R    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Drama']","{""Genre"": ""Drama"", ""Format"": ""NTSC, Subtitled"", ""Contributor"": ""Claudine Jakubowicz, Clemence Poesy, Marco Beckmann, Jesse Eisenberg, Felix Moati, Carlos Garcia de Paredes, Edgar Ramrez, Jonathan Jakubowicz, Ed Harris, Stephanie Schettler-KhlerClaudine Jakubowicz, Clemence Poesy, Marco Beckmann, Jesse Eisenberg, Felix Moati, Carlos Garcia de Paredes, Edgar Ramrez, Jonathan Jakubowicz, Ed Harris, Stephanie Schettler-Khler  See more"", ""Language"": ""English (Dolby Digital 5.1)"", ""Runtime"": ""2 hours and 1 minute"", ""Aspect Ratio"": ""2.40:1"", ""MPAA rating"": ""R (Restricted)"", ""Product Dimensions"": ""0.7 x 7.5 x 5.4 inches; 2.72 Ounces"", ""Director"": ""Jonathan Jakubowicz"", ""Media Format"": ""NTSC, Subtitled"", ""Run time"": ""2 hours and 1 minute"", ""Release date"": ""July 21, 2020"", ""Actors"": ""Jesse Eisenberg, Ed Harris, Clemence Poesy, Edgar Ramrez, Felix Moati"", ""Subtitles"": ""Spanish"", ""Producers"": ""Marco Beckmann, Carlos Garcia de Paredes, Claudine Jakubowicz, Jonathan Jakubowicz, Stephanie Schettler-Khler"", ""Studio"": ""SHOUT! FACTORY"", ""Writers"": ""Jonathan Jakubowicz"", ""Number of discs"": ""1""}",B0876ZLNRJ,,,
Movies & TV,Brotherhood of the Rose,4.2,88,[],"['Romulus (Peter Strauss) and Remus (David Morse) are two CIA Operatives, their superior and instructor is John Elliott (Robert Mitchum) . They both were picked up at an orphanage by John Elliott at the age of eight, raised together as brothers and specially trained to supersede every other agent in the service. This is what they know. What they do not know is that they are part of a system that John Elliott had invented to build up his own private army of professional assassins which can be assigned to any job he wishes. One day Romulus takes over a job in the course of which he and his team blow up a house and about half a dozen civilians with it. After that Romulus feels he is being chased by the CIA and the Mossad. He discovers that John Elliott betrayed both him and Remus right from the start...']",None,"{'hi_res': ['https://m.media-amazon.com/images/I/61N0PPcbyfL._SL1027_.jpg'], 'large': ['https://m.media-amazon.com/images/I/512jw3v4eWL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/512jw3v4eWL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': ['Brotherhood Of The Rose'], 'url': ['https://www.amazon.com/vdp/247a7a4310e64069b9603c3a39d32d1b?ref=dp_vse_rvc_0'], 'user_id': ['']}","Peter Strauss  (Actor),     Robert Mitchum  (Actor),     Marvin J. Chomsky  (Director)    &                   0                  more   Rated:    PG-13    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Mystery & Thrillers']","{""Format"": ""Dolby, NTSC"", ""Contributor"": ""David Morse, Robert Mitchum, Peter Strauss, Marvin J. Chomsky"", ""Language"": ""English"", ""Runtime"": ""3 hours"", ""Aspect Ratio"": ""1.33:1"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""PG-13 (Parents Strongly Cautioned)"", ""Package Dimensions"": ""7.1 x 5.42 x 0.58 inches; 2.93 Ounces"", ""Director"": ""Marvin J. Chomsky"", ""Media Format"": ""Dolby, NTSC"", ""Run time"": ""3 hours"", ""Release date"": ""May 23, 2011"", ""Actors"": ""Peter Strauss, Robert Mitchum, David Morse"", ""Studio"": ""Universal"", ""Number of discs"": ""1""}",B004QY4P02,,,
Prime Video,Beautiful Dolphins & Relaxing Music - BaLu - Relaxing Nature,3.9,32,"['1 h 59 min', 'G']","['Relaxing ambient music and beautiful dolphins aquarium. Enjoy the sea life with this beautiful and calming screensaver. Great for relaxation, sleep or as background meditation music. Sit back, relax and enjoy. Music: Relaxing Piano Music by Kevin MacLeod']",None,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,['Special Interest'],"{""Subtitles"": [""None available""], ""Directors"": [""---""], ""Producers"": [""JJS""]}",B01FYCKRQA,,,
